code;libelle;fiche_code
11142;Armurier / Armurière de fabrication;H2901
16481;Mécanicien / Mécanicienne de précision;H2901
16523;Mécanicien / Mécanicienne mouliste de fabrication;H2901
16525;Mécanicien / Mécanicienne outils à découper et à emboutir;H2901
16527;Mécanicien / Mécanicienne plaquiste;H2901
16534;Mécanicien / Mécanicienne structures et techniques de l'aviation légère de l'armée de terre;H2901
16538;Mécanicien-ajusteur / Mécanicienne-ajusteuse de fabrication;H2901
16539;Mécanicien-armurier / Mécanicienne-armurière;H2901
16520;Mécanicien monteur / Mécanicienne monteuse de fabrication;H2901
16545;Mécanicien-outilleur / Mécanicienne-outilleuse;H2901
16546;Mécanicien-outilleur / Mécanicienne-outilleuse en découpage et emboutissage;H2901
16674;Micromécanicien / Micromécanicienne;H2901
16755;Monteur ajusteur / Monteuse ajusteuse de systèmes mécaniques;H2901
16857;Monteur régleur / Monteuse régleuse de fabrication en instruments d'optique;H2901
16858;Monteur régleur / Monteuse régleuse de systèmes mécaniques;H2901
17384;Outilleur-mouliste / Outilleuse-mouliste;H2901
10818;Aide chaudronnier / chaudronnière;H2902
11167;Assembleur / Assembleuse au plan en chaudronnerie;H2902
11971;Chaudronnier / Chaudronnière;H2902
11972;Chaudronnier / Chaudronnière aéronautique;H2902
11975;Chaudronnier / Chaudronnière sur métaux;H2902
11976;Chaudronnier / Chaudronnière tôle fine;H2902
11974;Chaudronnier soudeur / Chaudronnière soudeuse;H2902
11978;Chaudronnier-tôlier / Chaudronnière-tôlière;H2902
11977;Chaudronnier traceur / Chaudronnière traceuse;H2902
11979;Chaudronnier-tuyauteur / Chaudronnière-tuyauteuse;H2902
11980;Chaudronnier-tuyauteur / Chaudronnière-tuyauteuse en thermoplastiques;H2902
12493;Chef d'équipe traceur / traceuse en chaudronnerie;H2902
15073;Ferreur / Ferreuse en chaudronnerie-tôlerie;H2902
17196;Opérateur / Opératrice en chaudronnerie;H2902
17222;Opérateur / Opératrice en tôlerie industrielle;H2902
19418;Serrurier métallier industriel / Serrurière métallière industrielle;H2902
19916;Technicien / Technicienne de production en tôlerie;H2902
20352;Tôlier / Tôlière;H2902
20356;Tôlier-chaudronnier / Tôlière-chaudronnière;H2902
20359;Tôlier-formeur / Tôlière-formeuse;H2902
20361;Tôlier-serrurier / Tôlière-serrurière;H2902
20362;Tôlier-traceur / Tôlière-traceuse;H2902
20396;Traceur / Traceuse en chaudronnerie;H2902
20397;Traceur / Traceuse en construction aéronautique;H2902
20400;Traceur / Traceuse en serrurerie;H2902
10340;Affûteur / Affûteuse d'outillage industriel;H2903
10341;Affûteur / Affûteuse d'outils de coupe;H2903
10337;Affûteur / Affûteuse de fraises;H2903
10338;Affûteur / Affûteuse de menuiserie;H2903
10339;Affûteur / Affûteuse de scierie;H2903
10342;Affûteur-ajusteur / Affûteuse-ajusteuse;H2903
10343;Affûteur-outilleur / Affûteuse-outilleuse;H2903
10344;Affûteur-régleur / Affûteuse-régleuse;H2903
10920;Aléseur / Aléseuse;H2903
10921;Aléseur pointeur / Aléseuse pointeuse;H2903
13020;Conducteur / Conductrice de machines automatiques du travail des métaux;H2903
13047;Conducteur / Conductrice de machines d'usinage en menuiserie alu;H2903
13048;Conducteur / Conductrice de machines d'usinage en menuiserie PVC;H2903
13053;Conducteur / Conductrice de machines outils d'usinage des métaux;H2903
13898;Décolleteur / Décolleteuse;H2903
14882;Érodeur / Érodeuse;H2903
14920;Étinceleur / Étinceleuse en électroérosion;H2903
15158;Fraiseur / Fraiseuse;H2903
15160;Fraiseur / Fraiseuse d'engrenage;H2903
15161;Fraiseur / Fraiseuse d'outillages;H2903
15162;Fraiseur / Fraiseuse mouliste;H2903
15164;Fraiseur / Fraiseuse sur Commande Numérique -CN-;H2903
15163;Fraiseur outilleur / Fraiseuse outilleuse;H2903
16544;Mécanicien-fraiseur / Mécanicienne-fraiseuse;H2903
16530;Mécanicien régleur / Mécanicienne régleuse de machine automatique du travail des métaux;H2903
16557;Mécanicien-tourneur / Mécanicienne-tourneuse;H2903
38930;Menuisier / Menuisière aluminium d'atelier en industrie;H2903
16702;Modeleur / Modeleuse sur machine-outil;H2903
16899;Mortaiseur / Mortaiseuse;H2903
16931;Mouliste sur machine-outil;H2903
17067;Opérateur / Opératrice de centre d'usinage;H2903
17282;Opérateur / Opératrice sur Commande Numérique -CN-;H2903
17259;Opérateur programmeur / Opératrice programmeuse de centre d'usinage;H2903
17265;Opérateur régleur / Opératrice régleuse sur centre d'usinage;H2903
17347;Opérateur-régleur / Opératrice-régleuse sur machine-outil d'usinage des métaux;H2903
17268;Opérateur régleur / Opératrice régleuse sur machines-outils à commande numérique de production par enlèvement de métal;H2903
17270;Opérateur régleur / Opératrice régleuse usinage;H2903
17271;Opérateur régleur-programmeur / Opératrice régleuse-programmeuse sur machines à commande numérique -CN-;H2903
17657;Perceur / Perceuse sur machine radiale;H2903
17743;Pilote de cellule d'usinage;H2903
17860;Pointeur / Pointeuse en usinage;H2903
17859;Pointeur aléseur / Pointeuse aléseuse;H2903
18269;Radialeur / Radialeuse;H2903
18338;Rectifieur / Rectifieuse d'engrenage;H2903
18339;Rectifieur / Rectifieuse en usinage;H2903
18451;Régleur décolleteur / Régleuse décolleteuse;H2903
19625;Tailleur / Tailleuse d'engrenage;H2903
20372;Tourneur / Tourneuse;H2903
20373;Tourneur / Tourneuse de fabrication;H2903
20374;Tourneur / Tourneuse en cylindre de laminoir;H2903
20378;Tourneur / Tourneuse sur Commande Numérique -CN-;H2903
20380;Tourneur / Tourneuse sur tour vertical;H2903
20382;Tourneur-décolleteur / Tourneuse-décolleteuse;H2903
20383;Tourneur-fraiseur / Tourneuse-fraiseuse;H2903
20384;Tourneur-fraiseur / Tourneuse-fraiseuse sur centre d'usinage;H2903
20385;Tourneur-fraiseur / Tourneuse-fraiseuse sur Commande Numérique -CN-;H2903
20386;Tourneur-mécanicien / Tourneuse-mécanicienne;H2903
20387;Tourneur-mouliste / Tourneuse-mouliste;H2903
20388;Tourneur-rectifieur / Tourneuse-rectifieuse;H2903
20381;Tourneur vertical / Tourneuse verticale;H2903
20497;Usineur / Usineuse;H2903
10819;Aide compagnon forgeron industriel / Aide compagnonne forgeronne industrielle;H2904
10847;Aide forgeron pilonnier / forgeronne pilonnière;H2904
10850;Aide lamineur / lamineuse;H2904
11533;Bobineur / Bobineuse de tréfilerie;H2904
11537;Bobineur / Bobineuse en métallurgie;H2904
12443;Chef d'équipe d'estampage;H2904
12463;Chef d'équipe en métallurgie;H2904
12472;Chef d'équipe en tréfilerie;H2904
12571;Chef lamineur / lamineuse en métallurgie;H2904
12778;Compagnon / Compagnonne forge industrielle;H2904
13265;Conducteur / Conductrice d'équipements de formage;H2904
13267;Conducteur / Conductrice d'équipements de four en métallurgie;H2904
12975;Conducteur / Conductrice de laminoirs en métallurgie;H2904
12990;Conducteur / Conductrice de ligne de tréfilage;H2904
13146;Conducteur / Conductrice de presses en tréfilerie;H2904
13661;Contrôleur visuel / Contrôleuse visuelle de laminage à froid;H2904
14534;Dresseur / Dresseuse en métallurgie;H2904
14537;Ébaucheur / Ébaucheuse de déformation des métaux;H2904
14888;Estampeur / Estampeuse;H2904
14924;Étireur / Étireuse en estampage;H2904
14926;Étireur / Étireuse en métallurgie;H2904
15086;Filiériste en tréfilerie;H2904
15121;Forgeron / Forgeronne en coutellerie industrielle;H2904
15122;Forgeron industriel / Forgeronne industrielle;H2904
15165;Frappeur / Frappeuse;H2904
16149;Lamineur / Lamineuse de couronnes;H2904
16151;Lamineur / Lamineuse en métallurgie;H2904
16153;Lamineur-ébaucheur / Lamineuse-ébaucheuse;H2904
16150;Lamineur écrouteur / Lamineuse écrouteuse;H2904
16155;Lamineur-finisseur / Lamineuse-finisseuse en métallurgie;H2904
16152;Lamineur opérateur / Lamineuse opératrice en cabine;H2904
16243;Machiniste sur marteau-pilon;H2904
16418;Martineur / Martineuse de formage des métaux;H2904
16436;Mateur / Mateuse de déformation des métaux;H2904
16438;Matriceur / Matriceuse de formage des métaux;H2904
17109;Opérateur / Opératrice de laminoir;H2904
17138;Opérateur / Opératrice de première transformation des métaux;H2904
17169;Opérateur / Opératrice de transformation en forgeage;H2904
17171;Opérateur / Opératrice de transformation métallurgique en laminage à chaud;H2904
17172;Opérateur / Opératrice de transformation métallurgique en laminage de fond;H2904
17173;Opérateur / Opératrice de tréfilerie;H2904
17278;Opérateur / Opératrice sur banc de traction en métallurgie;H2904
17739;Pilonnier / Pilonnière de formage des métaux;H2904
17760;Pilote d'exploitation de laminoir;H2904
18183;Profileur / Profileuse en tréfilerie;H2904
18394;Réenrouleur / Réenrouleuse en métallurgie;H2904
19594;Surveillant / Surveillante de température de forge industrielle;H2904
20278;Technicien / Technicienne sur laminoir;H2904
20427;Tréfileur / Tréfileuse;H2904
10430;Agent / Agente de débit de matériaux;H2905
10434;Agent / Agente de découpage de matériaux;H2905
11730;Chalumiste de découpage des métaux;H2905
12408;Chef d'équipe de découpe;H2905
38937;Cintreur / Cintreuse aluminium;H2905
12645;Cisailleur / Cisailleuse de forge;H2905
12646;Cisailleur / Cisailleuse de laminoir;H2905
12647;Cisailleur / Cisailleuse de matériaux;H2905
12648;Cisailleur / Cisailleuse en métallurgie;H2905
13263;Conducteur / Conductrice d'équipements de découpe;H2905
12922;Conducteur / Conductrice de cisaille;H2905
12984;Conducteur / Conductrice de ligne de presse à emboutir et à découper des métaux;H2905
13320;Conducteur régleur / Conductrice régleuse sur presse à découper;H2905
13772;Coupeur / Coupeuse au chalumeau;H2905
13777;Coupeur / Coupeuse de forge;H2905
13779;Coupeur / Coupeuse de verre plat;H2905
13793;Coupeur-rompeur / Coupeuse-rompeuse en verre plat;H2905
13889;Débiteur / Débitrice de matériaux;H2905
13913;Découpeur / Découpeuse de métaux;H2905
14746;Emboutisseur / Emboutisseuse;H2905
15427;Grignoteur / Grignoteuse;H2905
15457;Guillotineur / Guillotineuse;H2905
16244;Machiniste sur presse de formage des métaux;H2905
17181;Opérateur / Opératrice d'emboutissage/découpe;H2905
17069;Opérateur / Opératrice de cintreuse;H2905
17083;Opérateur / Opératrice de découpe en métallurgie;H2905
17134;Opérateur / Opératrice de plieuse;H2905
17157;Opérateur / Opératrice de redresseur;H2905
17159;Opérateur / Opératrice de rouleuse;H2905
17212;Opérateur / Opératrice en repoussage des métaux;H2905
17248;Opérateur / Opératrice planeuse;H2905
17281;Opérateur / Opératrice sur cintreuse;H2905
17288;Opérateur / Opératrice sur machine à découper au laser avec Commande Numérique -CN-;H2905
17289;Opérateur / Opératrice sur machine à découper au plasma avec Commande Numérique -CN-;H2905
17290;Opérateur / Opératrice sur machine à découper par jet d'eau avec Commande Numérique -CN-;H2905
17291;Opérateur / Opératrice sur machine à emboutir et à découper des métaux;H2905
17296;Opérateur / Opératrice sur machine de découpage à Commande Numérique -CN-;H2905
17297;Opérateur / Opératrice sur machine de découpage de matériaux;H2905
17310;Opérateur / Opératrice sur machine transfert;H2905
17333;Opérateur / Opératrice sur presse à découper/à emboutir;H2905
17542;Oxycoupeur / Oxycoupeuse;H2905
17543;Oxycoupeur / Oxycoupeuse plasma;H2905
17544;Oxycoupeur / Oxycoupeuse sur machine à Commande Numérique -CN-;H2905
17545;Oxycoupeur / Oxycoupeuse sur machine à lecture optique de matériaux;H2905
17772;Pilote d'installation d'emboutissage/découpe;H2905
17833;Plieur / Plieuse de verre plat;H2905
17857;Poinçonneur / Poinçonneuse;H2905
17858;Poinçonneur plieur / Poinçonneuse plieuse;H2905
18057;Presseur / Presseuse du travail des métaux;H2905
19213;Ressortier / Ressortière;H2905
19323;Scieur / Scieuse;H2905
20389;Tourneur-repousseur / Tourneuse-repousseuse;H2905
20465;Tronçonneur / Tronçonneuse;H2905
10691;Agent / Agente d'équipement automatisé de fabrication mécanique;H2906
10692;Agent / Agente d'équipement automatisé de production du travail des métaux et composites;H2906
10693;Agent / Agente d'équipement automatisé de production mécanique;H2906
10703;Agent d'exécution polyvalent / Agente d'exécution polyvalente d'équipement automatisé du travail des métaux et composites;H2906
13264;Conducteur / Conductrice d'équipements de ferrage;H2906
13276;Conducteur / Conductrice d'installation automatisée en fabrication mécanique;H2906
13285;Conducteur / Conductrice d'installation robotisée;H2906
13019;Conducteur / Conductrice de machines automatiques de soudage à l'arc;H2906
13070;Conducteur / Conductrice de machines automatiques en montage-assemblage mécanique;H2906
13038;Conducteur / Conductrice de machines de soudage;H2906
13187;Conducteur / Conductrice de système de production automatisée en fabrication mécanique;H2906
17184;Opérateur / Opératrice d'équipement automatisé de production du travail des métaux et composites;H2906
17185;Opérateur / Opératrice d'équipement de ferrage;H2906
17148;Opérateur / Opératrice de production d'équipement automatisé en construction mécanique;H2906
17292;Opérateur / Opératrice sur machine automatique de production du travail des métaux et composites;H2906
17293;Opérateur / Opératrice sur machine automatique de production mécanique;H2906
17294;Opérateur / Opératrice sur machine automatisée de montage-assemblage mécanique;H2906
17301;Opérateur / Opératrice sur machine de soudage;H2906
17302;Opérateur / Opératrice sur machine de soudage sous flux gazeux;H2906
17303;Opérateur / Opératrice sur machine de soudage sous flux solide;H2906
17304;Opérateur / Opératrice sur machine du travail des métaux et composites;H2906
17315;Opérateur / Opératrice sur machines automatiques de soudage;H2906
17249;Opérateur polyvalent / Opératrice polyvalente d'équipement automatisé du travail des métaux et composites;H2906
17269;Opérateur régleur / Opératrice régleuse sur robot de soudage;H2906
17533;Ouvrier / Ouvrière sur machine du travail des métaux et composites;H2906
19423;Servant / Servante de machine en construction mécanique;H2906
19470;Soudeur / Soudeuse sur machines automatiques de soudage à l'arc;H2906
19471;Soudeur / Soudeuse sur machines automatiques par bombardement d'électrons;H2906
19472;Soudeur / Soudeuse sur machines automatiques par friction;H2906
19473;Soudeur / Soudeuse sur machines automatiques par point;H2906
19474;Soudeur / Soudeuse sur machines automatiques par résistance;H2906
10712;Agent / Agente d'exploitation en production des métaux;H2907
10777;Agent / Agente technique d'élaboration en fonderie;H2907
11081;Appareilleur-gazier / Appareilleuse-gazière;H2907
11948;Chargeur / Chargeuse de four en métallurgie;H2907
11997;Chauffeur-conducteur / Chauffeuse-conductrice de four de forge/estampage;H2907
12388;Chef d'équipe à la fusion en fonderie;H2907
12411;Chef d'équipe de fabrication en métallurgie;H2907
12148;Chef de four en salle en métallurgie;H2907
12149;Chef de fusion en métallurgie;H2907
13279;Conducteur / Conductrice d'installation de production des métaux;H2907
12907;Conducteur / Conductrice de chaînes d'agglomération en métallurgie;H2907
12929;Conducteur / Conductrice de cubilots;H2907
12941;Conducteur / Conductrice de four à induction;H2907
12942;Conducteur / Conductrice de four de coulée;H2907
12944;Conducteur / Conductrice de four de fusion en fonderie;H2907
12945;Conducteur / Conductrice de four de fusion en métallurgie;H2907
12946;Conducteur / Conductrice de four de réchauffage en première transformation des métaux;H2907
12948;Conducteur / Conductrice de four en électrométallurgie;H2907
12950;Conducteur / Conductrice de four en métallurgie;H2907
12968;Conducteur / Conductrice de haut-fourneau;H2907
13058;Conducteur / Conductrice de machines à couler sous pression;H2907
13011;Conducteur / Conductrice de machines à mouler en fonderie;H2907
13131;Conducteur / Conductrice de poche de coulée;H2907
13143;Conducteur / Conductrice de presses aluminium à injecter;H2907
12861;Conducteur-couleur / Conductrice-couleuse de four à arc en aluminium;H2907
13339;Conducteur-réchauffeur / Conductrice-réchauffeuse en métallurgie;H2907
13726;Coquilleur / Coquilleuse en fonderie;H2907
13764;Couleur / Couleuse de ligne en métallurgie;H2907
13766;Couleur / Couleuse en métallurgie;H2907
13768;Couleur-fondeur / Couleuse-fondeuse d'aluminium;H2907
13769;Couleur-fondeur / Couleuse-fondeuse en métallurgie;H2907
13770;Couleur-pocheur / Couleuse-pocheuse en métallurgie;H2907
13852;Cubilotier / Cubilotière en fonderie;H2907
15102;Fondeur / Fondeuse en métallurgie;H2907
15104;Fondeur / Fondeuse fusion en métallurgie;H2907
15105;Fondeur / Fondeuse sur site en métallurgie;H2907
15099;Fondeur-couleur / Fondeuse-couleuse en métallurgie;H2907
15366;Gestionnaire flux métal;H2907
15466;Haut-fourniste;H2907
17056;Opérateur / Opératrice d'affinage en métallurgie;H2907
17057;Opérateur / Opératrice d'agglomération en métallurgie;H2907
17068;Opérateur / Opératrice de chaîne d'agglomération;H2907
17079;Opérateur / Opératrice de coulée en métallurgie;H2907
17104;Opérateur / Opératrice de haut-fourneau;H2907
17149;Opérateur / Opératrice de production des métaux;H2907
17195;Opérateur / Opératrice élaboration en fonderie;H2907
17230;Opérateur / Opératrice foyer en métallurgie;H2907
17422;Ouvrier / Ouvrière de bassin en métallurgie;H2907
17426;Ouvrier / Ouvrière de coulée en métallurgie;H2907
17440;Ouvrier / Ouvrière de fusion en métallurgie;H2907
17453;Ouvrier / Ouvrière de plancher en métallurgie;H2907
17531;Ouvrier / Ouvrière sidérurgiste;H2907
17501;Ouvrier fondeur / Ouvrière fondeuse;H2907
17766;Pilote d'installation de coulée continue;H2907
17770;Pilote d'installation de production des métaux;H2907
17750;Pilote de machine à coulée;H2907
18714;Responsable de fusion en métallurgie;H2907
19978;Technicien / Technicienne d'exploitation en production des métaux;H2907
19765;Technicien / Technicienne de fabrication en sidérurgie;H2907
19909;Technicien / Technicienne de production en fonderie;H2907
19929;Technicien / Technicienne de transformation métallurgique;H2907
12043;Chef d'atelier de modelage;H2908
16376;Maquettiste modeleur / modeleuse;H2908
16439;Matriceur / Matriceuse en céramique;H2908
16691;Modeleur / Modeleuse bois;H2908
16692;Modeleur / Modeleuse céramiste;H2908
16693;Modeleur / Modeleuse en céramique;H2908
16694;Modeleur / Modeleuse en fonderie;H2908
16696;Modeleur / Modeleuse matières plastiques;H2908
16697;Modeleur / Modeleuse mouliste;H2908
16698;Modeleur / Modeleuse plaquiste;H2908
16699;Modeleur / Modeleuse résine;H2908
16703;Modeleur / Modeleuse sur matériaux non métalliques;H2908
16704;Modeleur / Modeleuse sur plâtre;H2908
16705;Modeleur / Modeleuse technique;H2908
16706;Modeleur traditionnel / Modeleuse traditionnelle;H2908
16707;Modeleur traditionnel / Modeleuse traditionnelle en céramique;H2908
16928;Mouliste en céramique;H2908
16929;Mouliste en matériaux composites;H2908
16930;Mouliste en matériaux non métalliques;H2908
17001;Noyauteur / Noyauteuse en céramique;H2908
17002;Noyauteur / Noyauteuse main sur matériaux non métalliques;H2908
20204;Technicien modeleur / Technicienne modeleuse;H2908
10390;Agent / Agente d'assemblage mécanique;H2909
10451;Agent / Agente de fabrication en montage-assemblage mécanique;H2909
10535;Agent / Agente de montage-assemblage mécanique;H2909
10533;Agent / Agente de montage mécanique;H2909
10561;Agent / Agente de production de montage-assemblage mécanique;H2909
10881;Aide-mécanicien / Aide-mécanicienne en montage-assemblage mécanique;H2909
10882;Aide-monteur / Aide-monteuse en montage-assemblage mécanique;H2909
10896;Aide-soudeur / Aide-soudeuse en montage-assemblage mécanique;H2909
11175;Assembleur monteur / Assembleuse monteuse;H2909
14912;Étancheur / Étancheuse en montage-assemblage mécanique;H2909
16764;Monteur / Monteuse d'assemblage mécanique de précision;H2909
16791;Monteur / Monteuse de pièces;H2909
16823;Monteur / Monteuse en grappe en cire perdue;H2909
16829;Monteur / Monteuse en ligne de fabrication automobile;H2909
16831;Monteur / Monteuse en lunetterie;H2909
16863;Monteur / Monteuse sur chaîne d'assemblage;H2909
17062;Opérateur / Opératrice d'assemblage mécanique;H2909
17122;Opérateur / Opératrice de montage-assemblage mécanique;H2909
17124;Opérateur / Opératrice de montage en montage-assemblage mécanique;H2909
17154;Opérateur / Opératrice de production en montage-assemblage mécanique;H2909
17284;Opérateur / Opératrice sur ligne de montage mécanique;H2909
17252;Opérateur polyvalent / Opératrice polyvalente montage-assemblage mécanique;H2909
17262;Opérateur qualifié / Opératrice qualifiée de montage de véhicules;H2909
17447;Ouvrier / Ouvrière de montage en assemblage mécanique;H2909
17448;Ouvrier / Ouvrière de montage en construction automobile;H2909
17450;Ouvrier / Ouvrière de montage mécanique en aéronautique;H2909
19242;Retoucheur / Retoucheuse électricité en construction automobile;H2909
19250;Retoucheur / Retoucheuse sur tôles nues en construction automobile;H2909
19248;Retoucheur sellier / Retoucheuse sellière en construction automobile;H2909
19258;Rhabilleur / Rhabilleuse en horlogerie;H2909
19259;Rhabilleur / Rhabilleuse en lunetterie;H2909
19464;Soudeur / Soudeuse en lunetterie;H2909
10450;Agent / Agente de fabrication en fonderie de moulage en sable;H2910
12479;Chef d'équipe moulage/noyautage;H2910
16234;Machiniste aide mouleur / mouleuse;H2910
16910;Mouleur / Mouleuse de fonderie en fosse;H2910
16911;Mouleur / Mouleuse de grosses pièces de fonderie en fosse;H2910
16914;Mouleur / Mouleuse main;H2910
16917;Mouleur / Mouleuse plaquiste;H2910
16918;Mouleur / Mouleuse sable;H2910
16915;Mouleur noyauteur / Mouleuse noyauteuse machine;H2910
16916;Mouleur noyauteur / Mouleuse noyauteuse main;H2910
17000;Noyauteur / Noyauteuse;H2910
17244;Opérateur / Opératrice noyautage;H2910
17272;Opérateur / Opératrice remmoulage;H2910
17822;Plaquiste en fonderie;H2910
18506;Remmouleur / Remmouleuse;H2910
11171;Assembleur / Assembleuse en armatures métalliques;H2911
11172;Assembleur / Assembleuse en construction et réparation navale;H2911
11958;Charpentier / Charpentière fer;H2911
11963;Charpentier / Charpentière métallique en construction navale;H2911
11959;Charpentier industriel / Charpentière industrielle;H2911
11960;Charpentier industriel / Charpentière industrielle en charpentes métalliques;H2911
11961;Charpentier industriel / Charpentière industrielle en structures métalliques;H2911
11962;Charpentier métallier industriel / Charpentière métallière industrielle;H2911
11967;Charpentier-monteur industriel / Charpentière-monteuse industrielle;H2911
11966;Charpentier traceur / Charpentière traceuse en charpentes métalliques;H2911
15074;Ferreur serrurier / Ferreuse serrurière;H2911
16634;Métallier / Métallière en charpente industrielle;H2911
16635;Métallier industriel / Métallière industrielle;H2911
16637;Métallier préparateur / Métallière préparatrice en charpentes métalliques;H2911
16640;Métallier-serrurier industriel / Métallière-serrurière industrielle;H2911
16845;Monteur industriel / Monteuse industrielle en charpentes métalliques;H2911
17431;Ouvrier / Ouvrière de fabrication de charpentes métalliques;H2911
18023;Préparateur / Préparatrice en charpentes métalliques;H2911
19417;Serrurier / Serrurière en construction navale;H2911
20395;Traceur / Traceuse en charpentes métalliques;H2911
20398;Traceur / Traceuse en construction navale;H2911
18452;Régleur / Régleuse d'encocheuse;H2912
18453;Régleur / Régleuse d'équipement de production;H2912
18454;Régleur / Régleuse d'équipement industriel de production;H2912
18455;Régleur / Régleuse d'outillage industriel;H2912
18428;Régleur / Régleuse de cokerie;H2912
18429;Régleur / Régleuse de four à coke;H2912
18430;Régleur / Régleuse de machine à couler;H2912
18432;Régleur / Régleuse de machine d'usinage des matériaux;H2912
18431;Régleur / Régleuse de machine de frappe à froid;H2912
18433;Régleur / Régleuse de machine et d'outillage de moulage des métaux;H2912
18435;Régleur / Régleuse de machine-outil;H2912
18434;Régleur / Régleuse de machine textile;H2912
18446;Régleur / Régleuse de métier à tisser;H2912
18447;Régleur / Régleuse de métiers leavers;H2912
18448;Régleur / Régleuse de moulinage;H2912
18457;Régleur / Régleuse en production;H2912
18460;Régleur / Régleuse machine à comprimer;H2912
18464;Régleur / Régleuse mécanique;H2912
18470;Régleur / Régleuse sur commande numérique;H2912
18471;Régleur / Régleuse sur four;H2912
18472;Régleur / Régleuse sur installation de soudage robotisé;H2912
18473;Régleur / Régleuse sur ligne automatisée;H2912
18474;Régleur / Régleuse sur ligne d'assemblage;H2912
18475;Régleur / Régleuse sur ligne de cartonnerie;H2912
18476;Régleur / Régleuse sur ligne de conditionnement;H2912
18477;Régleur / Régleuse sur ligne de refendage-cisaillage;H2912
18478;Régleur / Régleuse sur machine de production;H2912
18479;Régleur / Régleuse sur machine industrielle;H2912
18481;Régleur / Régleuse sur machine-outil;H2912
18482;Régleur / Régleuse sur machine-outil à commande numérique;H2912
18480;Régleur / Régleuse sur machine transfert;H2912
18483;Régleur / Régleuse sur presse à découper/à emboutir;H2912
18485;Régleur / Régleuse sur robot de soudure;H2912
18486;Régleur / Régleuse sur tour;H2912
18461;Régleur mécanicien / Régleuse mécanicienne;H2912
18462;Régleur mécanicien / Régleuse mécanicienne de machine de confection;H2912
18463;Régleur mécanicien / Régleuse mécanicienne en bonneterie;H2912
18465;Régleur metteur / Régleuse metteuse au point d'équipements industriels;H2912
18466;Régleur monteur / Régleuse monteuse de machine textile de filature et de tissage;H2912
18467;Régleur monteur / Régleuse monteuse sur presse à découper/à emboutir;H2912
18468;Régleur programmateur industriel / Régleuse programmatrice industrielle;H2912
18469;Régleur ressortier / Régleuse ressortière;H2912
20235;Technicien régleur / Technicienne régleuse de machine de frappe à froid;H2912
11588;Braseur / Braseuse;H2913
12603;Chef soudeur / soudeuse;H2913
19458;Soudeur / Soudeuse à l'arc électrique;H2913
19459;Soudeur / Soudeuse à l'arc semi-automatique;H2913
19460;Soudeur / Soudeuse à l'électrode enrobée;H2913
19457;Soudeur / Soudeuse à la flamme;H2913
19461;Soudeur / Soudeuse au chalumeau oxyacétylénique;H2913
19462;Soudeur / Soudeuse au plasma;H2913
19465;Soudeur / Soudeuse fil fourré;H2913
19467;Soudeur / Soudeuse Metal Active Gas -MAG-;H2913
19468;Soudeur / Soudeuse Metal Inert Gas -MIG-;H2913
19469;Soudeur / Soudeuse micro plasma;H2913
19475;Soudeur / Soudeuse Tungsten Inert Gas -TIG-;H2913
19476;Soudeur-braseur / Soudeuse-braseuse;H2913
19479;Soudobraseur / Soudobraseuse;H2913
10860;Aide tuyauteur / tuyauteuse;H2914
12494;Chef d'équipe tuyauteur / tuyauteuse;H2914
12103;Chef de chantier tuyauteur / tuyauteuse;H2914
20475;Tuyauteur / Tuyauteuse;H2914
20476;Tuyauteur / Tuyauteuse en aéronautique;H2914
20477;Tuyauteur / Tuyauteuse en basse pression;H2914
20478;Tuyauteur / Tuyauteuse en construction navale;H2914
20479;Tuyauteur / Tuyauteuse en haute pression;H2914
20480;Tuyauteur / Tuyauteuse en instrumentation;H2914
20481;Tuyauteur / Tuyauteuse en matières plastiques;H2914
20482;Tuyauteur / Tuyauteuse en milieu nucléaire;H2914
20484;Tuyauteur / Tuyauteuse sur acier inox;H2914
20485;Tuyauteur / Tuyauteuse sur non-ferreux;H2914
20486;Tuyauteur-cintreur / Tuyauteuse-cintreuse;H2914
20483;Tuyauteur industriel / Tuyauteuse industrielle;H2914
20487;Tuyauteur-monteur / Tuyauteuse-monteuse;H2914
20488;Tuyauteur-soudeur / Tuyauteuse-soudeuse;H2914
20489;Tuyauteur-soudeur / Tuyauteuse-soudeuse en tuyauterie thermoplastique;H2914
20490;Tuyauteur-traceur / Tuyauteuse-traceuse;H2914
10820;Aide conducteur / conductrice de machines à papier ou carton;H3101
10859;Aide sécheur / sécheuse en industrie papetière;H3101
11536;Bobineur / Bobineuse en industrie papetière;H3101
11650;Calandreur / Calandreuse en industrie papetière;H3101
12890;Conducteur / Conductrice de bobineuses en industrie papetière;H3101
12900;Conducteur / Conductrice de calandres en industrie papetière;H3101
12925;Conducteur / Conductrice de coupeuses en industrie papetière;H3101
13002;Conducteur / Conductrice de ligne en industrie papetière;H3101
13006;Conducteur / Conductrice de machines à coucher en industrie papetière;H3101
13013;Conducteur / Conductrice de machines à onduler;H3101
13014;Conducteur / Conductrice de machines à papier ou carton;H3101
13026;Conducteur / Conductrice de machines de fabrication de papier carton;H3101
13042;Conducteur / Conductrice de machines de transformation du papier carton;H3101
13316;Conducteur rebobineur / Conductrice rebobineuse en industrie papetière;H3101
13893;Débobineur découpeur / Débobineuse découpeuse au format en industrie papetière;H3101
14849;Enrouleur / Enrouleuse en industrie papetière;H3101
